id,observed_on,url,image_url,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name
338508533,2026-02-12,https://www.inaturalist.org/observations/338508533,https://inaturalist-open-data.s3.amazonaws.com/photos/615622358/medium.jpg,Viola sempervirens,Redwood Violet,Violaceae,Viola,Viola sempervirens
338508537,2026-02-12,https://www.inaturalist.org/observations/338508537,https://inaturalist-open-data.s3.amazonaws.com/photos/615622375/medium.jpg,Anemonoides grayi,Gray's anemone,Ranunculaceae,Anemonoides,Anemonoides grayi
338527944,2026-02-13,https://www.inaturalist.org/observations/338527944,https://inaturalist-open-data.s3.amazonaws.com/photos/615664472/medium.jpg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
338655648,2026-02-14,https://www.inaturalist.org/observations/338655648,https://static.inaturalist.org/photos/615910143/medium.jpg,Garrya elliptica,Coast silk tassel,Garryaceae,Garrya,Garrya elliptica
338655816,2026-02-14,https://www.inaturalist.org/observations/338655816,https://static.inaturalist.org/photos/615910470/medium.jpg,Baccharis pilularis,coyote brush,Asteraceae,Baccharis,Baccharis pilularis
338655989,2026-02-14,https://www.inaturalist.org/observations/338655989,https://static.inaturalist.org/photos/615910884/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
338656227,2026-02-14,https://www.inaturalist.org/observations/338656227,https://static.inaturalist.org/photos/615911527/medium.jpg,Salvia spathacea,Hummingbird Sage,Lamiaceae,Salvia,Salvia spathacea
338692618,2026-02-12,https://www.inaturalist.org/observations/338692618,https://static.inaturalist.org/photos/615987719/medium.jpg,Claytonia perfoliata,miner's lettuce,Montiaceae,Claytonia,Claytonia perfoliata
338692723,2026-02-12,https://www.inaturalist.org/observations/338692723,https://static.inaturalist.org/photos/615987857/medium.jpg,Vinca major,greater periwinkle,Apocynaceae,Vinca,Vinca major
338692804,2026-02-12,https://www.inaturalist.org/observations/338692804,https://static.inaturalist.org/photos/615987993/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
338761586,2026-02-09,https://www.inaturalist.org/observations/338761586,https://inaturalist-open-data.s3.amazonaws.com/photos/616120744/medium.jpg,Oxalis smalliana,Redwood Sorrel,Oxalidaceae,Oxalis,Oxalis smalliana
338762265,2026-02-12,https://www.inaturalist.org/observations/338762265,https://inaturalist-open-data.s3.amazonaws.com/photos/616122030/medium.jpg,Genista monspessulana,French broom,Fabaceae,Genista,Genista monspessulana
338762424,2026-02-12,https://www.inaturalist.org/observations/338762424,https://inaturalist-open-data.s3.amazonaws.com/photos/616122462/medium.jpg,Diplacus aurantiacus,orange bush monkeyflower,Phrymaceae,Diplacus,Diplacus aurantiacus
338812254,2026-02-12,https://www.inaturalist.org/observations/338812254,https://inaturalist-open-data.s3.amazonaws.com/photos/616223325/medium.jpg,Bellis perennis,Lawn daisy,Asteraceae,Bellis,Bellis perennis
338832656,2025-11-07,https://www.inaturalist.org/observations/338832656,https://inaturalist-open-data.s3.amazonaws.com/photos/616265650/medium.jpg,Cymbalaria muralis,Ivy-leaved toadflax,Plantaginaceae,Cymbalaria,Cymbalaria muralis
338910827,2026-02-16,https://www.inaturalist.org/observations/338910827,https://inaturalist-open-data.s3.amazonaws.com/photos/616435377/medium.jpg,Epipactis helleborine,Broad-leaved helleborine,Orchidaceae,Epipactis,Epipactis helleborine
338919565,2026-02-16,https://www.inaturalist.org/observations/338919565,https://inaturalist-open-data.s3.amazonaws.com/photos/616432902/medium.jpg,Taraxia ovata,Sun Cup,Onagraceae,Taraxia,Taraxia ovata
338920205,2026-02-16,https://www.inaturalist.org/observations/338920205,https://inaturalist-open-data.s3.amazonaws.com/photos/616434141/medium.jpg,Viola ocellata,western heart's ease,Violaceae,Viola,Viola ocellata
338934694,2026-01-28,https://www.inaturalist.org/observations/338934694,https://static.inaturalist.org/photos/616461716/medium.jpg,Achillea millefolium,common yarrow,Asteraceae,Achillea,Achillea millefolium
338951823,2026-02-16,https://www.inaturalist.org/observations/338951823,https://inaturalist-open-data.s3.amazonaws.com/photos/616493782/medium.jpg,Bellis perennis,Lawn daisy,Asteraceae,Bellis,Bellis perennis
338952159,2026-02-16,https://www.inaturalist.org/observations/338952159,https://inaturalist-open-data.s3.amazonaws.com/photos/616494574/medium.jpg,Sanicula crassicaulis,Pacific Sanicle,Apiaceae,Sanicula,Sanicula crassicaulis
338965462,2026-02-12,https://www.inaturalist.org/observations/338965462,https://inaturalist-open-data.s3.amazonaws.com/photos/616519256/medium.jpg,Taraxia ovata,Sun Cup,Onagraceae,Taraxia,Taraxia ovata
338982867,2026-02-12,https://www.inaturalist.org/observations/338982867,https://inaturalist-open-data.s3.amazonaws.com/photos/616553918/medium.jpg,Genista monspessulana,French broom,Fabaceae,Genista,Genista monspessulana
339067337,2026-02-17,https://www.inaturalist.org/observations/339067337,https://static.inaturalist.org/photos/616725498/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
339076798,2026-02-17,https://www.inaturalist.org/observations/339076798,https://inaturalist-open-data.s3.amazonaws.com/photos/616745337/medium.jpg,Fragaria vesca,woodland strawberry,Rosaceae,Fragaria,Fragaria vesca
339087314,2026-02-17,https://www.inaturalist.org/observations/339087314,https://static.inaturalist.org/photos/616766079/medium.jpg,Adelinia grandis,Pacific hound's tongue,Boraginaceae,Adelinia,Adelinia grandis
339091105,2026-02-12,https://www.inaturalist.org/observations/339091105,https://static.inaturalist.org/photos/616774205/medium.jpg,Geranium dissectum,Cut-leaved crane's-bill,Geraniaceae,Geranium,Geranium dissectum
339102673,2026-02-17,https://www.inaturalist.org/observations/339102673,https://inaturalist-open-data.s3.amazonaws.com/photos/616798229/medium.jpg,Cardamine californica,milkmaids,Brassicaceae,Cardamine,Cardamine californica
339106448,2026-02-08,https://www.inaturalist.org/observations/339106448,https://inaturalist-open-data.s3.amazonaws.com/photos/616806275/medium.jpg,Plantago lanceolata,ribwort plantain,Plantaginaceae,Plantago,Plantago lanceolata
